id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
nDn2h-_c7Xk4UwM0aiXZlw,mezes-toronto,Mezes,https://s3-media2.fl.yelpcdn.com/bphoto/PwnMew38aRkmAjvrKpDUnA/o.jpg,False,https://www.yelp.com/biz/mezes-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,266,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,[],$$,+14167785150,+1 416-778-5150,2843.8364649687583,43.6781397,-79.3502475,456 Danforth Avenue,,,Toronto,M4K 1P4,CA,ON,"['456 Danforth Avenue', 'Toronto, ON M4K 1P4', 'Canada']"
Sk0Ycurq7D083Qs8x65b_Q,george-restaurant-toronto-3,George Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/3IJ79pmaRXapc8MfZU820Q/o.jpg,False,https://www.yelp.com/biz/george-restaurant-toronto-3?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,303,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,[],$$$$,+14168636006,+1 416-863-6006,4624.650771870746,43.65337263523713,-79.37432933100068,111 Queen Street E,,,Toronto,M5C 1S2,CA,ON,"['111 Queen Street E', 'Toronto, ON M5C 1S2', 'Canada']"
lIEahf71RLPJ_rFBJ5fqzQ,sala-modern-thai-kitchen-and-bar-toronto,Sala Modern Thai Kitchen & Bar,https://s3-media1.fl.yelpcdn.com/bphoto/r733vulG9yQVDMPFtKPdhA/o.jpg,False,https://www.yelp.com/biz/sala-modern-thai-kitchen-and-bar-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,200,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,[],$$,+14164059999,+1 416-405-9999,2034.7339010675228,43.6819991223223,-79.3307374790311,1262 Danforth Avenue,,,Toronto,M4J 1M6,CA,ON,"['1262 Danforth Avenue', 'Toronto, ON M4J 1M6', 'Canada']"
ALkOqlWODyxPg5VSp0HLrg,zakkushi-on-carlton-toronto,Zakkushi On Carlton,https://s3-media2.fl.yelpcdn.com/bphoto/NxgVVhj_SXGdJxFgD0IVJg/o.jpg,False,https://www.yelp.com/biz/zakkushi-on-carlton-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,331,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,[],$$$,+16473529455,+1 647-352-9455,4129.343678808903,43.66343,-79.37062,193 Carlton Street,,,Toronto,M5A 2K9,CA,ON,"['193 Carlton Street', 'Toronto, ON M5A 2K9', 'Canada']"
JMiaNitMzMbJm6Kh0RbT5A,canoe-toronto-2,Canoe,https://s3-media2.fl.yelpcdn.com/bphoto/tlQLlDmbY2EjEpxV_UALGw/o.jpg,False,https://www.yelp.com/biz/canoe-toronto-2?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,754,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.0,[],$$$$,+14163640054,+1 416-364-0054,5459.852800689771,43.646954,-79.382159,66 Wellington Street  W,54th Floor,TD Bank Tower,Toronto,M5K 1H6,CA,ON,"['66 Wellington Street  W', '54th Floor', 'TD Bank Tower', 'Toronto, ON M5K 1H6', 'Canada']"
pkxhsLgD1Ai_P0I3_NofbQ,isabellas-mochi-donut-boutique-toronto-5,Isabella's Mochi Donut Boutique,https://s3-media1.fl.yelpcdn.com/bphoto/61FBB3_RDu17W9810RD5fw/o.jpg,False,https://www.yelp.com/biz/isabellas-mochi-donut-boutique-toronto-5?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,138,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'donuts', 'title': 'Donuts'}]",4.0,[],$$,+14166995050,+1 416-699-5050,1871.00719259882,43.670795,-79.297255,2066 Queen St East,,,Toronto,M4E 1C9,CA,ON,"['2066 Queen St East', 'Toronto, ON M4E 1C9', 'Canada']"
FjTihEfjgq9dm3IJ7S888Q,local-1794-toronto,Local 1794,https://s3-media1.fl.yelpcdn.com/bphoto/dSU_gF1DD4bYGsTL4kkYPA/o.jpg,False,https://www.yelp.com/biz/local-1794-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,121,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,[],$$,+14164631794,+1 416-463-1794,2103.975416250126,43.68459,-79.31881,1794 Danforth Avenue,,,Toronto,M4C 1H8,CA,ON,"['1794 Danforth Avenue', 'Toronto, ON M4C 1H8', 'Canada']"
6BC87j5FxoIwa-atC77WYQ,tabule-middle-eastern-cuisine-toronto-6,Tabule Middle Eastern Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/sTfCPiAvLl0qhIh5e8TfEA/o.jpg,False,https://www.yelp.com/biz/tabule-middle-eastern-cuisine-toronto-6?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,203,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.0,[],$$,+14164652500,+1 416-465-2500,2278.0251821889124,43.659652,-79.346481,810 Queen Street  E,,,Toronto,M4M 1H7,CA,ON,"['810 Queen Street  E', 'Toronto, ON M4M 1H7', 'Canada']"
fobkeIEzbJtej-udG4UoRg,madrina-bar-y-tapas-toronto-2,Madrina Bar y Tapas,https://s3-media2.fl.yelpcdn.com/bphoto/GfIbxqGHn6OungmZZfpAow/o.jpg,False,https://www.yelp.com/biz/madrina-bar-y-tapas-toronto-2?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,155,"[{'alias': 'tapas', 'title': 'Tapas Bars'}]",4.0,[],$$,+14165488055,+1 416-548-8055,3692.554934869765,43.64971833602106,-79.35967868465576,2 Trinity Street,,,Toronto,M5A 3C4,CA,ON,"['2 Trinity Street', 'Toronto, ON M5A 3C4', 'Canada']"
RtUvSWO_UZ8V3Wpj0n077w,kinka-izakaya-original-toronto-4,KINKA IZAKAYA ORIGINAL,https://s3-media3.fl.yelpcdn.com/bphoto/nHFVveLBqeiCGy12R2CnRA/o.jpg,False,https://www.yelp.com/biz/kinka-izakaya-original-toronto-4?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,1827,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,[],$$,+14169770999,+1 416-977-0999,4821.336063325656,43.66042406856627,-79.37890046282942,398 Church Street,,,Toronto,M5B 2A2,CA,ON,"['398 Church Street', 'Toronto, ON M5B 2A2', 'Canada']"
zEwQJl9haP5BYIl0peOpGA,sugo-toronto,Sugo,https://s3-media4.fl.yelpcdn.com/bphoto/g5XtTkcIgxrVUcqkxs93HQ/o.jpg,False,https://www.yelp.com/biz/sugo-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,285,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,[],$$,+14165351717,+1 416-535-1717,1533.51086144987,43.65825,-79.44227,1281 Bloor Street W,,,Toronto,M6H 1N7,CA,ON,"['1281 Bloor Street W', 'Toronto, ON M6H 1N7', 'Canada']"
r_BrIgzYcwo1NAuG9dLbpg,pai-northern-thai-kitchen-toronto-5,Pai Northern Thai Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/uAnTcmLEQJWkCUOtvZMALA/o.jpg,False,https://www.yelp.com/biz/pai-northern-thai-kitchen-toronto-5?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,3546,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,[],$$,+14169014724,+1 416-901-4724,5291.8188682539785,43.64784,-79.38872,18 Duncan Street,,,Toronto,M5H 3G8,CA,ON,"['18 Duncan Street', 'Toronto, ON M5H 3G8', 'Canada']"
qPVqfJAzC8APF8aWGBtFRA,antler-kitchen-and-bar-toronto,Antler Kitchen & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/_T3Ghy_vzxqNS3rdKv-PYQ/o.jpg,False,https://www.yelp.com/biz/antler-kitchen-and-bar-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,290,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.5,[],$$$,+16473458300,+1 647-345-8300,2733.388196031289,43.64985,-79.43059,1454 Dundas Street West,,,Toronto,M6J 1Y6,CA,ON,"['1454 Dundas Street West', 'Toronto, ON M6J 1Y6', 'Canada']"
HHvO4MgBFabsmlInou6viQ,le-baratin-toronto-5,Le Baratin,https://s3-media1.fl.yelpcdn.com/bphoto/1EXCZ47aOn1z1M5jkjvDZw/o.jpg,False,https://www.yelp.com/biz/le-baratin-toronto-5?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,135,"[{'alias': 'french', 'title': 'French'}]",4.5,[],$$,+14165348800,+1 416-534-8800,2568.839432783889,43.65007,-79.4351,1600 Dundas Street. W,,,Toronto,M6K 1T8,CA,ON,"['1600 Dundas Street. W', 'Toronto, ON M6K 1T8', 'Canada']"
3YKV1eralyrKQqoWOTJMDA,giulietta-toronto,Giulietta,https://s3-media4.fl.yelpcdn.com/bphoto/iA8C5nwH8UJnzOV-aCPxAQ/o.jpg,False,https://www.yelp.com/biz/giulietta-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,138,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,[],$$$,+14169640606,+1 416-964-0606,2491.8103337626426,43.65353,-79.42764,972 College Street,,,Toronto,M6H 1A5,CA,ON,"['972 College Street', 'Toronto, ON M6H 1A5', 'Canada']"
q5xrVJ4kivx_yEfJeOKNYQ,bar-isabel-toronto,Bar Isabel,https://s3-media1.fl.yelpcdn.com/bphoto/nk63u0JvadnPyjA_MHxUcg/o.jpg,False,https://www.yelp.com/biz/bar-isabel-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,471,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.0,[],$$$,+14165322222,+1 416-532-2222,2757.052790323706,43.654631,-79.4207738,797 College Street,,,Toronto,M6G 1C7,CA,ON,"['797 College Street', 'Toronto, ON M6G 1C7', 'Canada']"
wSojc-y-d7MWiGWdy8deCg,barque-smokehouse-toronto,Barque Smokehouse,https://s3-media1.fl.yelpcdn.com/bphoto/J2tW3NwcfkL9ZmsgEg6NLQ/o.jpg,False,https://www.yelp.com/biz/barque-smokehouse-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,526,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}]",4.0,[],$$,+14165327700,+1 416-532-7700,2665.0640658091047,43.6480097,-79.4496592,299 Roncesvalles Avenue,,,Toronto,M6R 2M3,CA,ON,"['299 Roncesvalles Avenue', 'Toronto, ON M6R 2M3', 'Canada']"
eKznX8VTfcQrjCqXpeobiw,rasa-toronto,Rasa,https://s3-media1.fl.yelpcdn.com/bphoto/wPprWzf9PTM62UYDgaobeA/o.jpg,False,https://www.yelp.com/biz/rasa-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,331,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,[],$$,+16473508221,+1 647-350-8221,3491.6057966064677,43.6627752,-79.4039682,196 Robert Street,,,Toronto,M5S 2K8,CA,ON,"['196 Robert Street', 'Toronto, ON M5S 2K8', 'Canada']"
41o1FUbCYKJv2djtnlkzlg,bar-raval-toronto,Bar Raval,https://s3-media1.fl.yelpcdn.com/bphoto/AyOwAeFcSl8zvBeJ0HxN8A/o.jpg,False,https://www.yelp.com/biz/bar-raval-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,325,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,[],$$$,+16473448001,+1 647-344-8001,3368.714973257334,43.6558432,-79.4099433,505 College Street,,,Toronto,M6G 2J3,CA,ON,"['505 College Street', 'Toronto, ON M6G 2J3', 'Canada']"
W5d8iNog90R-qw43m5dGwg,café-polonez-toronto-2,Café Polonez,https://s3-media2.fl.yelpcdn.com/bphoto/iYXUtrNJeNxsKMBYJbBvDQ/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-polonez-toronto-2?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,293,"[{'alias': 'polish', 'title': 'Polish'}]",4.5,[],$$,+14165328432,+1 416-532-8432,2973.3688654602556,43.64514,-79.44831,195 Roncesvalles Avenue,,,Toronto,M6R 2L5,CA,ON,"['195 Roncesvalles Avenue', 'Toronto, ON M6R 2L5', 'Canada']"
_T7f2wUgNlJqxsR-cR89SQ,scaramouche-restaurant-pasta-bar-and-grill-toronto,Scaramouche Restaurant Pasta Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/XeRT7r5JbhUSr2a6zSIqYg/o.jpg,False,https://www.yelp.com/biz/scaramouche-restaurant-pasta-bar-and-grill-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,342,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,[],$$$$,+14169618011,+1 416-961-8011,3831.1748234293937,43.68155,-79.39991,1 Benvenuto Place,,,Toronto,M4V 2L1,CA,ON,"['1 Benvenuto Place', 'Toronto, ON M4V 2L1', 'Canada']"
mZRKH9ngRY92bI_irrHq6w,richmond-station-toronto,Richmond Station,https://s3-media3.fl.yelpcdn.com/bphoto/agCQCtFg1pwV4WRBBw8CAg/o.jpg,False,https://www.yelp.com/biz/richmond-station-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,920,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.5,[],$$$,+16477481444,+1 647-748-1444,5793.849045541898,43.6513729,-79.379285,1 Richmond Street W,,,Toronto,M5H 3W4,CA,ON,"['1 Richmond Street W', 'Toronto, ON M5H 3W4', 'Canada']"
47wBHgBwQ8_70sjmXow_1g,her-fathers-cider-bar-and-kitchen-toronto,Her Father's Cider Bar & Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/1ElufiJeX8BzW-oSEqffpQ/o.jpg,False,https://www.yelp.com/biz/her-fathers-cider-bar-and-kitchen-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,196,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.5,[],$$,+16473477747,+1 647-347-7747,3461.1545885496607,43.66232,-79.40453,119 Harbord Street,,,Toronto,M5S 1G7,CA,ON,"['119 Harbord Street', 'Toronto, ON M5S 1G7', 'Canada']"
fN_I3jP7RD2llubTvhXtKQ,good-fork-toronto,Good Fork,https://s3-media4.fl.yelpcdn.com/bphoto/5HxjncHavshF2ub9vRbqtg/o.jpg,False,https://www.yelp.com/biz/good-fork-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,401,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.0,['restaurant_reservation'],$$,+16473525955,+1 647-352-5955,2624.92806370179,43.649878146252064,-79.43341616349892,1550 Dundas Street W,,,Toronto,M6K 1T5,CA,ON,"['1550 Dundas Street W', 'Toronto, ON M6K 1T5', 'Canada']"
crstB-H5rOfbXhV8pX0e6g,ramen-isshin-toronto,Ramen Isshin,https://s3-media2.fl.yelpcdn.com/bphoto/LvnYnumInn7dmCewmQsU3w/o.jpg,False,https://www.yelp.com/biz/ramen-isshin-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,824,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,[],$$,+14163674013,+1 416-367-4013,3554.5819214130815,43.65634,-79.40689,421 College Street,,,Toronto,M5T 1T1,CA,ON,"['421 College Street', 'Toronto, ON M5T 1T1', 'Canada']"
FfJD4vO-iYUL2Kr0WWzNYg,the-caledonian-toronto,The Caledonian,https://s3-media1.fl.yelpcdn.com/bphoto/Qch_j7TP1X5py2UXqTLkfg/o.jpg,False,https://www.yelp.com/biz/the-caledonian-toronto?adjust_creative=447pLgGW4EPfKU4nfBpKAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=447pLgGW4EPfKU4nfBpKAg,152,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'scottish', 'title': 'Scottish'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",4.5,[],$$,+14165777472,+1 416-577-7472,2627.819703111935,43.65439,-79.42355,856 College Street,,,Toronto,M6H 1A2,CA,ON,"['856 College Street', 'Toronto, ON M6H 1A2', 'Canada']"
