name,review,rating,categories,phone,distance,address,station_name,free_bikes
Freshii,41,3.0,Vegetarian,16474977590.0,1050.3098066681746,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
Crave Healthy Habits,25,4.0,Gluten-Free,14168553322.0,642.6205792548445,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
Vege Delight,1,4.0,Vegetarian,16473490803.0,799.0437054752484,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
Ryerson University Student Learning Centre,4,3.5,Libraries,14169795000.0,606.4367513228257,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
Freshii,13,3.0,Vegetarian,16477481800.0,983.5960854358872,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
Fit For Life,10,2.5,Breakfast & Brunch,14163632971.0,610.3416378707287,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
Vegholic,1,3.0,Vegetarian,14163400015.0,755.9033508274568,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
City Hall Public Library,6,3.5,Libraries,14163937650.0,572.1676380615867,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
Freshii,2,3.5,Salad,16473465505.0,487.7477782082026,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
Freshii,11,3.0,Salad,16476925173.0,891.0910902485906,"154 University Ave, Unit 100, Toronto, ON M5H 3Y9, Canada",Bond St / Queen St E,31.0
PLANTA Yorkville,512,4.0,Vegetarian,16478121221.0,1031.7696244051954,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Toronto Reference Library,70,4.5,Libraries,14163955577.0,1042.3715698843737,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Freshii,41,3.0,Vegetarian,16474977590.0,425.5532625795123,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Kupfert & Kim,10,4.5,Gluten-Free,14169251222.0,1105.2795508807612,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Mad Radish,9,4.5,Salad,14167920700.0,864.4920277333075,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Freshii,5,3.0,Vegetarian,16473507797.0,216.55977444744667,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Freshii,7,4.0,Salad,14169773197.0,474.7004804930343,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
EJ Pratt Libary,7,4.5,Libraries,14165854470.0,940.5265181329406,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Punjabi Chaap Corner,5,4.0,Vegetarian,14165983787.0,738.7877951725193,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Freshii,53,3.0,Salad,14169212300.0,1101.1768910776427,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Yorkville Library,8,3.5,Libraries,14163937660.0,1125.569739592033,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Freshii,6,3.5,Salad,16474848548.0,592.508065260245,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
"The Japan Foundation, Toronto",3,4.5,Libraries,14169661600.0,936.8268723609858,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Vege Delight,1,4.0,Vegetarian,16473490803.0,1075.8264335909953,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Vegholic,1,3.0,Vegetarian,14163400015.0,578.8336668771555,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Freshii,13,3.0,Vegetarian,16477481800.0,1036.8333397883698,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Ryerson University Student Learning Centre,4,3.5,Libraries,14169795000.0,682.1612454160553,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Toronto Public Library - St. James Town Branch,3,4.0,Libraries,14163937744.0,623.8180190615933,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Toronto Public Library - Parliament Street Branch,6,2.0,Libraries,14163937663.0,1012.5827338514252,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Sun Life Financial Museum + Arts Pass,1,5.0,Museums,,1039.57617331475,"789 Yonge Street, Toronto, ON M4W 2G8, Canada",Church St / Alexander St,14.0
Saigon Lotus,221,4.5,Vietnamese,14169011115.0,894.6892784225556,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
PLANTA Toronto,173,4.0,Tapas/Small Plates,16478121210.0,784.8661377144938,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Gerstein Science Information Centre,9,4.5,Libraries,14169782280.0,604.5445918142096,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Freshii,13,3.0,Vegetarian,16477481800.0,177.44045979401943,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Punjabi Chaap Corner,5,4.0,Vegetarian,14165983787.0,437.275426609338,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
EJ Pratt Libary,7,4.5,Libraries,14165854470.0,1004.7964665902643,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Freshii,41,3.0,Vegetarian,16474977590.0,548.8869559246026,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Freshii,7,4.0,Salad,14169773197.0,682.1561510327018,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Vege Delight,1,4.0,Vegetarian,16473490803.0,375.91934081943,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Crave Healthy Habits,25,4.0,Gluten-Free,14168553322.0,995.0806762696462,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Toronto Public Library,14,3.0,Libraries,14163937746.0,735.3823641465289,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Thomas Fisher Rare Book Library,4,4.0,Libraries,14169785285.0,1056.5289749621224,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Vegholic,1,3.0,Vegetarian,14163400015.0,564.5959295123587,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Robarts Library,26,3.0,Libraries,14169788450.0,1107.9453479188203,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
John W. Graham Library,2,5.0,Libraries,14169785851.0,975.3479480615674,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Ryerson University Student Learning Centre,4,3.5,Libraries,14169795000.0,641.3121100223384,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Freshii,25,2.5,Vegetarian,14165984441.0,840.9898988553532,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Freshii,6,3.5,Salad,16474848548.0,766.4714425094145,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
City Hall Public Library,6,3.5,Libraries,14163937650.0,652.406139607595,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
University of Toronto Engineering and Computer Science Library,2,3.0,Libraries,14169786494.0,520.0710352732092,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
PLANTA Toronto,173,4.0,Tapas/Small Plates,16478121210.0,772.8216792801259,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Kupfert & Kim,130,4.0,Vegetarian,14165041233.0,912.2735079209612,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Punjabi Chaap Corner,5,4.0,Vegetarian,14165983787.0,122.87618296845264,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,7,4.0,Salad,14169773197.0,336.0380396921797,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Copper Branch,39,3.5,Vegan,14167922982.0,990.5080927431536,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Gerstein Science Information Centre,9,4.5,Libraries,14169782280.0,1065.0746509023274,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Ryerson University Student Learning Centre,4,3.5,Libraries,14169795000.0,158.83086526258245,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,41,3.0,Vegetarian,16474977590.0,491.45451528546863,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Vegholic,1,3.0,Vegetarian,14163400015.0,224.3162332416766,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Vege Delight,1,4.0,Vegetarian,16473490803.0,340.9935073523868,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,13,3.0,Vegetarian,16477481800.0,438.8082888773405,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,25,2.5,Vegetarian,14165984441.0,372.0957703094391,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
City Hall Public Library,6,3.5,Libraries,14163937650.0,386.195302942428,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Crave Healthy Habits,25,4.0,Gluten-Free,14168553322.0,759.7826062178481,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,25,2.0,Vegetarian,16473445017.0,978.296617842558,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,11,3.0,Salad,16476925173.0,968.9345858049948,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,6,3.5,Salad,16474848548.0,953.2001858615612,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Fit For Life,10,2.5,Breakfast & Brunch,14163632971.0,990.5080927431536,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,5,3.0,Vegetarian,16473507797.0,1007.2182401268116,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,6,2.5,Vegetarian,14167928418.0,572.3577614607601,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Ghazale Restaurant,98,3.5,Salad,14165374417.0,337.7256169580958,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
The Grapefruit Moon,143,3.5,Breakfast & Brunch,14165349056.0,593.1746130724957,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Toronto Public Library - Palmerston Branch,5,4.0,Libraries,14163937680.0,88.23762734881115,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Annapurna Vegetarian Restaurant,41,4.0,Vegetarian,14165378513.0,928.6942785897156,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Fennel Eatery,11,4.0,Vegan,14169228125.0,963.9294185317084,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Freshii,10,2.0,Salad,16477936309.0,702.207499070595,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Toronto Zine Library,1,4.0,Libraries,,603.5853732828567,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Sunny Cafe,3,5.0,Vegetarian,,963.9294185317084,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Spadina Road Library,2,2.0,Libraries,14163937666.0,890.5357935183232,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
PLANTA Yorkville,512,4.0,Vegetarian,16478121221.0,588.9538905913009,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Toronto Reference Library,70,4.5,Libraries,14163955577.0,440.1385402387523,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Govinda's,43,4.0,Vegetarian,18882181040.0,694.5040228769386,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Kupfert & Kim,10,4.5,Gluten-Free,14169251222.0,659.7379435208269,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Mad Radish,9,4.5,Salad,14167920700.0,636.9476481879602,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Yorkville Library,8,3.5,Libraries,14163937660.0,402.158196254076,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
EJ Pratt Libary,7,4.5,Libraries,14165854470.0,999.2498471602412,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Freshii,53,3.0,Salad,14169212300.0,549.976563524036,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Sun Life Financial Museum + Arts Pass,1,5.0,Museums,,443.0493132058666,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
"The Japan Foundation, Toronto",3,4.5,Libraries,14169661600.0,553.0951150337033,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Freshii,3,4.0,Salad,16477944545.0,622.2339750521904,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
OISE Library,2,3.5,Libraries,14169781850.0,1135.697703863314,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Urban Affairs Library - Research & Reference,2,3.0,Libraries,14163977241.0,434.1786783205296,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Fit For Life,9,1.5,Vegetarian,14169649816.0,574.8178448761876,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
PLANTA Yorkville,512,4.0,Vegetarian,16478121221.0,763.5503813344125,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Govinda's,43,4.0,Vegetarian,18882181040.0,221.76537693097205,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Toronto Reference Library,70,4.5,Libraries,14163955577.0,838.1357543933738,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Kupfert & Kim,10,4.5,Gluten-Free,14169251222.0,708.7495208644089,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
EJ Pratt Libary,7,4.5,Libraries,14165854470.0,1009.4215022677972,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Freshii,3,4.0,Salad,16477944545.0,393.3228027511939,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Freshii,53,3.0,Salad,14169212300.0,694.1384231049558,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Fennel Eatery,11,4.0,Vegan,14169228125.0,1057.8074446614244,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Yorkville Library,8,3.5,Libraries,14163937660.0,709.4790277410299,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
"The Japan Foundation, Toronto",3,4.5,Libraries,14169661600.0,904.9981355595568,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
OISE Library,2,3.5,Libraries,14169781850.0,795.6925972709124,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Sun Life Financial Museum + Arts Pass,1,5.0,Museums,,839.8689396277,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Freshii,10,2.0,Salad,16477936309.0,1265.567549652428,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Sunny Cafe,3,5.0,Vegetarian,,1057.8074446614244,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Urban Affairs Library - Research & Reference,2,3.0,Libraries,14163977241.0,835.3906893452731,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Spadina Road Library,2,2.0,Libraries,14163937666.0,1054.1975699813522,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Fit For Life,9,1.5,Vegetarian,14169649816.0,890.1103993802027,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
PLANTA Yorkville,512,4.0,Vegetarian,16478121221.0,235.004863585266,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Toronto Reference Library,70,4.5,Libraries,14163955577.0,78.31927187418779,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Kupfert & Kim,10,4.5,Gluten-Free,14169251222.0,362.0480748614034,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Mad Radish,9,4.5,Salad,14167920700.0,331.51075203145314,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Freshii,53,3.0,Salad,14169212300.0,237.24297411374116,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Yorkville Library,8,3.5,Libraries,14163937660.0,64.08725025847684,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Govinda's,43,4.0,Vegetarian,18882181040.0,939.1816921918836,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
"The Japan Foundation, Toronto",3,4.5,Libraries,14169661600.0,158.16850411657296,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
EJ Pratt Libary,7,4.5,Libraries,14165854470.0,649.089049292036,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Sun Life Financial Museum + Arts Pass,1,5.0,Museums,,79.43268981739627,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Urban Affairs Library - Research & Reference,2,3.0,Libraries,14163977241.0,77.35624531716223,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Fit For Life,9,1.5,Vegetarian,14169649816.0,171.33638728245927,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Freshii,3,4.0,Salad,16477944545.0,543.7902509930799,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Thomas Fisher Rare Book Library,4,4.0,Libraries,14169785285.0,1256.2863721699096,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
John W. Graham Library,2,5.0,Libraries,14169785851.0,1071.6362463658825,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Freshii,6,3.5,Salad,16474848548.0,821.478314786634,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Robarts Library,26,3.0,Libraries,14169788450.0,1254.9518309260088,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
OISE Library,2,3.5,Libraries,14169781850.0,965.1175142196024,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Freshii,5,3.0,Vegetarian,16473507797.0,906.2762996978332,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Laidlaw Library,2,3.5,Libraries,14169788083.0,1172.7417533426992,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Toronto Public Library - Riverdale,4,4.0,Libraries,14163937720.0,416.0964458680498,"765 Queen Street E, Toronto, ON M4M 1H3, Canada",Dundas St E / Broadview Ave,8.0
Queen/Saulter Public Library,6,3.5,Libraries,14163937723.0,465.1718069305574,"765 Queen Street E, Toronto, ON M4M 1H3, Canada",Dundas St E / Broadview Ave,8.0
Kupfert & Kim,130,4.0,Vegetarian,14165041233.0,403.8136497819196,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
PLANTA Toronto,173,4.0,Tapas/Small Plates,16478121210.0,938.8066292538732,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Kupfert & Kim,34,3.5,Vegan,14166011333.0,96.1167663324695,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Copper Branch,39,3.5,Vegan,14167922982.0,253.74497340840995,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Crave Healthy Habits,17,4.0,Salad,14168554441.0,312.67450411901405,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Kupfert & Kim,6,4.5,Vegetarian,14162607777.0,545.2032989577978,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Fit For Life,1,4.0,Vegetarian,14163685745.0,83.04038246933662,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Freshii,4,3.0,Salad,16474848030.0,186.482188759561,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
