name,review,rating,categories,phone,distance,address,station_name,free_bikes
Freshii,13,3.0,vegetarianrestaurant,16477481800.0,177.44045979401943,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Punjabi Chaap Corner,5,4.0,vegetarianrestaurant,14165983787.0,437.275426609338,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Freshii,41,3.0,vegetarianrestaurant,16474977590.0,548.8869559246026,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Freshii,7,4.0,vegetarianrestaurant,14169773197.0,682.1561510327018,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Vege Delight,1,4.0,vegetarianrestaurant,16473490803.0,375.91934081943,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Crave Healthy Habits,25,4.0,vegetarianrestaurant,14168553322.0,995.0806762696462,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Vegholic,1,3.0,vegetarianrestaurant,14163400015.0,564.5959295123587,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Freshii,25,2.5,vegetarianrestaurant,14165984441.0,840.9898988553532,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
Freshii,6,3.5,vegetarianrestaurant,16474848548.0,766.4714425094145,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",University Ave / Gerrard St W (East Side),18.0
PLANTA Toronto,173,4.0,vegetarianrestaurant,16478121210.0,772.8216792801259,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Kupfert & Kim,130,4.0,vegetarianrestaurant,14165041233.0,912.2735079209612,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Punjabi Chaap Corner,5,4.0,vegetarianrestaurant,14165983787.0,122.87618296845264,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,7,4.0,vegetarianrestaurant,14169773197.0,336.0380396921797,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Copper Branch,39,3.5,vegetarianrestaurant,14167922982.0,990.5080927431536,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,41,3.0,vegetarianrestaurant,16474977590.0,491.45451528546863,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Vegholic,1,3.0,vegetarianrestaurant,14163400015.0,224.3162332416766,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Vege Delight,1,4.0,vegetarianrestaurant,16473490803.0,340.9935073523868,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,13,3.0,vegetarianrestaurant,16477481800.0,438.8082888773405,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,25,2.5,vegetarianrestaurant,14165984441.0,372.0957703094391,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Crave Healthy Habits,25,4.0,vegetarianrestaurant,14168553322.0,759.7826062178481,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,25,2.0,vegetarianrestaurant,16473445017.0,978.296617842558,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,11,3.0,vegetarianrestaurant,16476925173.0,968.9345858049948,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,6,3.5,vegetarianrestaurant,16474848548.0,953.2001858615612,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Fit For Life,10,2.5,vegetarianrestaurant,14163632971.0,990.5080927431536,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,5,3.0,vegetarianrestaurant,16473507797.0,1007.2182401268116,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Freshii,6,2.5,vegetarianrestaurant,14167928418.0,572.3577614607601,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Edward St / Yonge St,23.0
Ghazale Restaurant,98,3.5,vegetarianrestaurant,14165374417.0,337.7256169580958,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
The Grapefruit Moon,143,3.5,vegetarianrestaurant,14165349056.0,593.1746130724957,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Annapurna Vegetarian Restaurant,41,4.0,vegetarianrestaurant,14165378513.0,928.6942785897156,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Fennel Eatery,11,4.0,vegetarianrestaurant,14169228125.0,963.9294185317084,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Freshii,10,2.0,vegetarianrestaurant,16477936309.0,702.207499070595,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
Sunny Cafe,3,5.0,vegetarianrestaurant,,963.9294185317084,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Euclid Ave / Bloor St W,0.0
PLANTA Yorkville,512,4.0,vegetarianrestaurant,16478121221.0,588.9538905913009,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Govinda's,43,4.0,vegetarianrestaurant,18882181040.0,694.5040228769386,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Kupfert & Kim,10,4.5,vegetarianrestaurant,14169251222.0,659.7379435208269,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Mad Radish,9,4.5,vegetarianrestaurant,14167920700.0,636.9476481879602,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Freshii,53,3.0,vegetarianrestaurant,14169212300.0,549.976563524036,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Sun Life Financial Museum + Arts Pass,1,5.0,vegetarianrestaurant,,443.0493132058666,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Freshii,3,4.0,vegetarianrestaurant,16477944545.0,622.2339750521904,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
Fit For Life,9,1.5,vegetarianrestaurant,14169649816.0,574.8178448761876,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Yonge St / Aylmer Ave,11.0
PLANTA Yorkville,512,4.0,vegetarianrestaurant,16478121221.0,763.5503813344125,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Govinda's,43,4.0,vegetarianrestaurant,18882181040.0,221.76537693097205,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Kupfert & Kim,10,4.5,vegetarianrestaurant,14169251222.0,708.7495208644089,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Freshii,3,4.0,vegetarianrestaurant,16477944545.0,393.3228027511939,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Freshii,53,3.0,vegetarianrestaurant,14169212300.0,694.1384231049558,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Fennel Eatery,11,4.0,vegetarianrestaurant,14169228125.0,1057.8074446614244,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Sun Life Financial Museum + Arts Pass,1,5.0,vegetarianrestaurant,,839.8689396277,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Freshii,10,2.0,vegetarianrestaurant,16477936309.0,1265.567549652428,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Sunny Cafe,3,5.0,vegetarianrestaurant,,1057.8074446614244,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
Fit For Life,9,1.5,vegetarianrestaurant,14169649816.0,890.1103993802027,"2 Bloor Street W, Toronto, ON M4W 3E2, Canada",Davenport Rd / Avenue Rd,3.0
PLANTA Yorkville,512,4.0,vegetarianrestaurant,16478121221.0,235.004863585266,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Kupfert & Kim,10,4.5,vegetarianrestaurant,14169251222.0,362.0480748614034,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Mad Radish,9,4.5,vegetarianrestaurant,14167920700.0,331.51075203145314,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Freshii,53,3.0,vegetarianrestaurant,14169212300.0,237.24297411374116,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Govinda's,43,4.0,vegetarianrestaurant,18882181040.0,939.1816921918836,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Sun Life Financial Museum + Arts Pass,1,5.0,vegetarianrestaurant,,79.43268981739627,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Fit For Life,9,1.5,vegetarianrestaurant,14169649816.0,171.33638728245927,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Freshii,3,4.0,vegetarianrestaurant,16477944545.0,543.7902509930799,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Freshii,6,3.5,vegetarianrestaurant,16474848548.0,821.478314786634,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Freshii,5,3.0,vegetarianrestaurant,16473507797.0,906.2762996978332,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Yonge St / Yorkville Ave,6.0
Kupfert & Kim,130,4.0,vegetarianrestaurant,14165041233.0,403.8136497819196,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
PLANTA Toronto,173,4.0,vegetarianrestaurant,16478121210.0,938.8066292538732,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Kupfert & Kim,34,3.5,vegetarianrestaurant,14166011333.0,96.1167663324695,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Copper Branch,39,3.5,vegetarianrestaurant,14167922982.0,253.74497340840995,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Crave Healthy Habits,17,4.0,vegetarianrestaurant,14168554441.0,312.67450411901405,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Kupfert & Kim,6,4.5,vegetarianrestaurant,14162607777.0,545.2032989577978,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Fit For Life,1,4.0,vegetarianrestaurant,14163685745.0,83.04038246933662,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Freshii,4,3.0,vegetarianrestaurant,16474848030.0,186.482188759561,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Fit For Life,10,2.5,vegetarianrestaurant,14163632971.0,253.74497340840995,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Crave Healthy Habits,25,4.0,vegetarianrestaurant,14168553322.0,596.3302090949512,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Kupfert & Kim,4,4.0,vegetarianrestaurant,14163605555.0,526.5086602371682,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Freshii,25,2.0,vegetarianrestaurant,16473445017.0,510.412809954904,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Freshii,2,3.5,vegetarianrestaurant,16473465505.0,378.1027389022635,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Crave Healthy Habits,15,3.0,vegetarianrestaurant,14162382628.0,508.80276229524833,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Vege Delight,1,4.0,vegetarianrestaurant,16473490803.0,1199.9356716186855,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Freshii,11,3.0,vegetarianrestaurant,16476925173.0,638.4849735108585,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Freshii,25,2.5,vegetarianrestaurant,14165984441.0,887.1948792201529,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Freshii,3,2.5,vegetarianrestaurant,16473457848.0,648.6688379823405,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Freshii,8,2.5,vegetarianrestaurant,16473511230.0,445.1408331416258,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Freshii,7,2.0,vegetarianrestaurant,14162140259.0,404.7864426888369,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Front St W / Yonge St (Hockey Hall of Fame),35.0
Kupfert & Kim,130,4.0,vegetarianrestaurant,14165041233.0,1118.3104174309265,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,7,4.0,vegetarianrestaurant,14169773197.0,561.644126504163,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,41,3.0,vegetarianrestaurant,16474977590.0,858.6299191812972,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Punjabi Chaap Corner,5,4.0,vegetarianrestaurant,14165983787.0,723.2071362183145,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Crave Healthy Habits,25,4.0,vegetarianrestaurant,14168553322.0,1065.8819450275696,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,25,2.5,vegetarianrestaurant,14165984441.0,566.4532441990867,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Vege Delight,1,4.0,vegetarianrestaurant,16473490803.0,960.923493628444,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Vegholic,1,3.0,vegetarianrestaurant,14163400015.0,625.8269304778132,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,25,2.0,vegetarianrestaurant,16473445017.0,796.9205791975329,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,11,3.0,vegetarianrestaurant,16476925173.0,1318.4920753362549,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,5,3.0,vegetarianrestaurant,16473507797.0,1044.9929951677632,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,6,2.0,vegetarianrestaurant,16474848550.0,1058.5547190040238,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,2,3.5,vegetarianrestaurant,16473465505.0,960.3014479272026,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,6,2.5,vegetarianrestaurant,14167928418.0,908.9043387634674,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
Freshii,7,2.0,vegetarianrestaurant,14162140259.0,1111.2087502774214,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Jarvis St / Dundas St E,0.0
KaSpace Cafe,9,5.0,vegetarianrestaurant,16476579600.0,835.2008896667643,"Jones 118 Jones Ave, Toronto, ON M4M 2Z9, Canada",Morse St / Eastern Ave,8.0
Udupi Palace,208,3.5,vegetarianrestaurant,14164058189.0,759.5815199499435,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Alton Ave / Dundas St E (Greenwood Park),16.0
KaSpace Cafe,9,5.0,vegetarianrestaurant,16476579600.0,565.2986138742536,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Alton Ave / Dundas St E (Greenwood Park),16.0
Bombay Chowpatty,59,3.0,vegetarianrestaurant,14164058080.0,646.4596425612231,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Alton Ave / Dundas St E (Greenwood Park),16.0
The Social Gardener,5,3.5,vegetarianrestaurant,14164656021.0,567.61201716792,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Alton Ave / Dundas St E (Greenwood Park),16.0
Freshii,6,2.5,vegetarianrestaurant,14373175469.0,1136.4407809985412,"457 Danforth Ave, Toronto, ON M4K 1P1, Canada",Blake St / Boultbee Ave,4.0
KaSpace Cafe,9,5.0,vegetarianrestaurant,16476579600.0,452.5175550564161,"Jones 118 Jones Ave, Toronto, ON M4M 2Z9, Canada",Eastern Ave / Winnifred Ave,9.0
PLANTA Toronto,173,4.0,vegetarianrestaurant,16478121210.0,1008.0333046028276,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
Kupfert & Kim,130,4.0,vegetarianrestaurant,14165041233.0,965.8161978822372,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
Freshii,7,4.0,vegetarianrestaurant,14169773197.0,349.8805330739093,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
Copper Branch,39,3.5,vegetarianrestaurant,14167922982.0,981.2745406306836,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
Punjabi Chaap Corner,5,4.0,vegetarianrestaurant,14165983787.0,427.4063299526685,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
Freshii,41,3.0,vegetarianrestaurant,16474977590.0,640.4140849309331,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
Freshii,25,2.5,vegetarianrestaurant,14165984441.0,354.0502064816083,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
Crave Healthy Habits,25,4.0,vegetarianrestaurant,14168553322.0,869.1092017142377,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
Vegholic,1,3.0,vegetarianrestaurant,14163400015.0,363.17343931795807,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
Vege Delight,1,4.0,vegetarianrestaurant,16473490803.0,661.3769862423966,"40 King St W, Toronto, ON M5H 3Y2, Canada",111 Bond St (North of Dundas St E)  - SMART,14.0
